iter	Logloss
756	0.2281878201
757	0.2280580497
758	0.2280260486
759	0.2280021479
760	0.2278701876
761	0.2277782581
762	0.2276775454
763	0.2276759207
764	0.2276113063
765	0.2274305085
766	0.2273151727
767	0.2271928669
768	0.226922306
769	0.2267356213
770	0.2265493369
771	0.2265419666
772	0.2263650305
773	0.2263525033
774	0.2262243342
775	0.2261593901
776	0.2261243985
777	0.2260474688
778	0.2257686191
779	0.2256624198
780	0.2255897993
781	0.225414229
782	0.2252935245
783	0.2251736205
784	0.2251467057
785	0.2250718953
786	0.2249814964
787	0.2246976075
788	0.2244381846
789	0.2242196636
790	0.2239313479
791	0.2238188614
792	0.2236669564
793	0.2235520445
794	0.2234575954
795	0.223423899
796	0.2233959481
797	0.2233048898
798	0.2230769499
799	0.2230307497
800	0.2229924379
801	0.222859465
802	0.2228223777
803	0.2225798619
804	0.2224789137
805	0.2221402769
806	0.2219123369
807	0.2217876529
808	0.2215704741
809	0.2214488748
810	0.2211577804
811	0.2208372987
812	0.2206118313
813	0.2204475167
814	0.2202089098
815	0.2200116287
816	0.219982524
817	0.2198129348
818	0.2197819698
819	0.2197393723
820	0.2194723906
821	0.2192440504
822	0.2190827028
823	0.2190745318
824	0.2189725711
825	0.2188558225
826	0.2187327161
827	0.2186267994
828	0.2184604598
829	0.2182132815
830	0.2180329782
831	0.2178141041
832	0.2175911797
833	0.2174455619
834	0.2173062548
835	0.2172156675
836	0.2171943806
837	0.2170895706
838	0.2170236847
839	0.2169389607
840	0.2167799208
841	0.2166918295
842	0.2165229468
843	0.2163735849
844	0.2162130379
845	0.2161402761
846	0.216038645
847	0.2157999674
848	0.2157933977
849	0.2157081792
850	0.2155830242
851	0.2155034572
852	0.2152529587
853	0.2151087537
854	0.2147579429
855	0.2146398756
856	0.2145903787
857	0.2144046124
858	0.2142686491
859	0.2141121994
860	0.2140057646
861	0.2138847069
862	0.2136793254
863	0.2135858889
864	0.2134654198
865	0.2133568658
866	0.2130098932
867	0.2128293544
868	0.2127088382
869	0.2126128585
870	0.2124070297
871	0.2122465534
872	0.2120261487
873	0.2119055383
874	0.2117594966
875	0.2117227389
876	0.2115688324
877	0.211487617
878	0.2113444481
879	0.2113281533
880	0.2112248739
881	0.2109202868
882	0.2108123214
883	0.2106549298
884	0.2104937471
885	0.2103765511
886	0.2102334764
887	0.2100592955
888	0.2099154908
889	0.2097781146
890	0.209619993
891	0.2094976166
892	0.2092979337
893	0.2092016715
894	0.2090323177
895	0.2088628227
896	0.2087857988
897	0.2087002978
898	0.2085784159
899	0.2084704741
900	0.2084226961
901	0.2083938975
902	0.2082624553
903	0.2081577395
904	0.2080178908
905	0.2078563549
906	0.2077797548
907	0.2075974735
908	0.2075022945
909	0.2074625934
910	0.2074088579
911	0.2072659716
912	0.2071238624
913	0.20691947
914	0.2067600768
915	0.2066519466
916	0.2065300176
917	0.2064838645
918	0.2064282924
919	0.206278436
920	0.2062102659
921	0.2060479529
922	0.2058458211
923	0.2057134369
924	0.2056273472
925	0.2055958877
926	0.2055660059
927	0.2054503641
928	0.2053679007
929	0.2052331147
930	0.2050836587
931	0.2048420612
932	0.2047832159
933	0.2046991042
934	0.2046764044
935	0.2045368618
936	0.2042031229
937	0.2040429056
938	0.2039115812
939	0.2038685363
940	0.2037159249
941	0.2035306766
942	0.2033859771
943	0.203361888
944	0.20321076
945	0.2031932407
946	0.2031677623
947	0.2030407705
948	0.2028846741
949	0.2027149907
950	0.2026293719
951	0.2024030332
952	0.2022727919
953	0.2022417328
954	0.2022003127
955	0.2020273326
956	0.2018078463
957	0.2017948009
958	0.2015950709
959	0.2014839031
960	0.2013473982
961	0.2012094097
962	0.2009234487
963	0.2008204519
964	0.2006361691
965	0.2003305223
966	0.200238687
967	0.2001808072
968	0.2000450794
969	0.1999805121
970	0.1998889358
971	0.1997168741
972	0.1995206056
973	0.1994197987
974	0.1993305536
975	0.1992711668
976	0.1991599283
977	0.1990298518
978	0.1989566897
979	0.198875545
980	0.1987140326
981	0.1986598262
982	0.1984664305
983	0.1982261281
984	0.1981674712
985	0.1980536897
986	0.1979013843
987	0.1977654916
988	0.1976107845
989	0.1975869308
990	0.1974040373
991	0.1973527273
992	0.1971861992
993	0.1971234451
994	0.1969638636
995	0.1968133361
996	0.1966707559
997	0.1964815517
998	0.1963289991
999	0.1961723846
